rosbagTimestamp,linear,x,y,z,angular,x,y,z
1598332065820355997,,0.0,0.0,0.0,,0.0,0.0,0.0
1598332065892679067,,0.0,0.0,0.0,,0.0,0.0,0.0
1598332065974784422,,0.0,0.0,0.0,,0.0,0.0,0.0
1598332066047187879,,0.0,0.0,0.0,,0.0,0.0,0.0
1598332066119527568,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332066160534566,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332066201691582,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332066233248331,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332066315256264,,-0.0,0.0,0.0,,0.0,0.0,-0.0
1598332066387696651,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332066460331162,,0.0507396273315,0.0,0.0,,0.0,0.0,-0.0
1598332066542378271,,0.207790747285,0.0,0.0,,0.0,0.0,-0.0
1598332066614653739,,0.512228310108,0.0,0.0,,0.0,0.0,-0.0
1598332066687096460,,0.674111843109,0.0,0.0,,0.0,0.0,-0.0
1598332066769249061,,0.683776438236,0.0,0.0,,0.0,0.0,-0.0
1598332066841777639,,0.67894423008,0.0,0.0,,0.0,0.0,-0.0
1598332066914054624,,0.70552200079,0.0,0.0,,0.0,0.0,-0.0
1598332066955190382,,0.715186715126,0.0,0.0,,0.0,0.0,-0.0
1598332066996336881,,0.797336578369,0.0,0.0,,0.0,0.0,-0.0
1598332067027630220,,0.807001233101,0.0,0.0,,0.0,0.0,-0.0
1598332067109927772,,0.811833620071,0.0,0.0,,0.0,0.0,-0.0
1598332067182249356,,0.83357912302,0.0,0.0,,0.0,0.0,-0.0
1598332067254873476,,0.918145179749,0.0,0.0,,0.0,0.0,-0.0
1598332067336899690,,0.918145179749,0.0,0.0,,0.0,0.0,-0.0
1598332067409229951,,0.930225968361,0.0,0.0,,0.0,0.0,-0.0
1598332067481753910,,0.95680385828,0.0,0.0,,0.0,0.0,-0.0
1598332067563754890,,1.05828297138,0.0,0.0,,0.0,0.0,-0.0
1598332067636156636,,1.15492987633,0.0,0.0,,0.0,0.0,-0.0
1598332067709003762,,1.19842100143,0.0,0.0,,0.0,0.0,-0.0
1598332067749880490,,1.20808565617,0.0,0.0,,0.0,0.0,-0.0
1598332067791070190,,1.22983109951,0.0,0.0,,0.0,0.0,-0.0
1598332067822226262,,1.22983109951,0.0,0.0,,0.0,0.0,-0.0
1598332067904472237,,1.20808565617,0.0,0.0,,0.0,0.0,-0.0
1598332067976993901,,1.19358861446,0.0,0.0,,0.0,0.0,-0.0
1598332068049193732,,1.19842100143,0.0,0.0,,0.0,0.0,-0.0
1598332068131584233,,1.2032533884,0.0,0.0,,0.0,0.0,-0.0
1598332068203789056,,1.20808565617,0.0,0.0,,0.0,0.0,-0.0
1598332068276309727,,1.21291804314,0.0,0.0,,0.0,0.0,-0.0
1598332068358472897,,1.21291804314,0.0,0.0,,0.0,0.0,-0.0
1598332068430793611,,1.24191212654,0.0,0.0,,0.0,0.0,-0.0
1598332068503173064,,1.25640916824,0.0,0.0,,0.0,0.0,-0.0
1598332068585315816,,1.29023551941,0.0,0.0,,0.0,0.0,-0.0
1598332068657627419,,1.31681334972,0.0,0.0,,0.0,0.0,-0.0
1598332068730181235,,1.33855891228,0.0,0.0,,0.0,0.0,-0.0
1598332068771218756,,1.34339129925,0.0,0.0,,0.0,0.0,-0.0
1598332068812307527,,1.3651368618,0.0,0.0,,0.0,0.0,-0.0
1598332068843696412,,1.3651368618,0.0,0.0,,0.0,0.0,-0.0
1598332068926044425,,1.36030447483,0.0,0.0,,0.0,0.0,-0.0
1598332068998539428,,1.3651368618,0.0,0.0,,0.0,0.0,-0.0
1598332069070758617,,1.36996912956,0.0,0.0,,0.0,0.0,-0.0
1598332069152896078,,1.3796339035,0.0,0.0,,0.0,0.0,-0.0
1598332069225392908,,1.3796339035,0.0,0.0,,0.0,0.0,-0.0
1598332069297584256,,1.3796339035,0.0,0.0,,0.0,0.0,-0.0
1598332069379857171,,1.3796339035,0.0,0.0,,0.0,0.0,-0.0
1598332069452151500,,1.3796339035,0.0,0.0,,0.0,0.0,-0.0
1598332069524632253,,1.3796339035,0.0,0.0,,0.0,0.0,-0.0
1598332069565845145,,1.3796339035,0.0,0.0,,0.0,0.0,-0.0
1598332069606918011,,1.36996912956,0.0,0.0,,0.0,0.0,-0.0
1598332069638225810,,1.36996912956,0.0,0.0,,0.0,0.0,-0.0
1598332069720520296,,1.36996912956,0.0,0.0,,0.0,0.0,-0.0
1598332069793058988,,1.36996912956,0.0,0.0,,0.0,0.0,-0.0
1598332069865292908,,1.36996912956,0.0,0.0,,0.0,0.0,-0.0
1598332069947427256,,1.37480151653,0.0,0.0,,0.0,0.0,-0.0
1598332070019772707,,1.37480151653,0.0,0.0,,0.0,0.0,-0.0
1598332070092116264,,1.37480151653,0.0,0.0,,0.0,0.0,-0.0
1598332070174567993,,1.37480151653,0.0,0.0,,0.0,0.0,-0.0
1598332070246806390,,1.37480151653,0.0,0.0,,0.0,0.0,-0.0
1598332070319347702,,1.3796339035,0.0,0.0,,0.0,0.0,-0.0
