rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,status,status,service,latitude,longitude,altitude,position_covariance,position_covariance_type
1598332065792932884,,8454,,1598332065,791804009,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.46,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
1598332065842883316,,8455,,1598332065,841772319,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.45,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
1598332065892722534,,8456,,1598332065,891702864,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.46,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
1598332065942714523,,8457,,1598332065,941728754,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.46,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
1598332065992698873,,8458,,1598332065,991679468,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.46,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
1598332066042623332,,8459,,1598332066,41579427,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.45,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
1598332066096741716,,8460,,1598332066,95775878,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.45,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
1598332066142849742,,8461,,1598332066,141782336,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.45,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
1598332066192503859,,8462,,1598332066,191557995,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.45,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
1598332066243533348,,8463,,1598332066,242487874,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.45,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
1598332066293669469,,8464,,1598332066,292625375,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.46,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
1598332066343710560,,8465,,1598332066,342592204,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.45,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
1598332066392434590,,8466,,1598332066,391445425,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.45,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
1598332066442330077,,8467,,1598332066,441383156,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.46,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
1598332066493653393,,8468,,1598332066,492605334,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.45,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
1598332066542382342,,8469,,1598332066,541432799,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.45,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
1598332066593559778,,8470,,1598332066,592548415,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.44,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
1598332066643379726,,8471,,1598332066,642433077,"""navsat_link""",,2,1,24.7685666667,55.3700916667,81.45,"[1.6900000000000002, 0.0, 0.0, 0.0, 1.6900000000000002, 0.0, 0.0, 0.0, 6.760000000000001]",1
