rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,status,status,service,latitude,longitude,altitude,position_covariance,position_covariance_type
1598331661907973706,,6445,,1598331661,906920145,"""navsat_link""",,2,1,24.7685683333,55.3700883333,81.43,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598331661958016982,,6446,,1598331661,956874246,"""navsat_link""",,2,1,24.7685683333,55.3700883333,81.42,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598331662008060353,,6447,,1598331662,7047723,"""navsat_link""",,2,1,24.7685666667,55.3700883333,81.43,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598331662057753403,,6448,,1598331662,56778777,"""navsat_link""",,2,1,24.7685666667,55.3700883333,81.44,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598331662110712840,,6449,,1598331662,109787682,"""navsat_link""",,2,1,24.7685666667,55.3700883333,81.44,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598331662157960389,,6450,,1598331662,156911329,"""navsat_link""",,2,1,24.7685683333,55.3700883333,81.43,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598331662207985421,,6451,,1598331662,206931682,"""navsat_link""",,2,1,24.7685666667,55.3700883333,81.43,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598331662257799372,,6452,,1598331662,256718055,"""navsat_link""",,2,1,24.7685666667,55.3700883333,81.44,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598331662308629154,,6453,,1598331662,307661672,"""navsat_link""",,2,1,24.7685666667,55.3700883333,81.43,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598331662357722439,,6454,,1598331662,356800992,"""navsat_link""",,2,1,24.7685683333,55.3700883333,81.44,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598331662407742883,,6455,,1598331662,406709047,"""navsat_link""",,2,1,24.7685666667,55.3700883333,81.43,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598331662457571843,,6456,,1598331662,456611352,"""navsat_link""",,2,1,24.7685666667,55.3700883333,81.42,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598331662508757185,,6457,,1598331662,507747348,"""navsat_link""",,2,1,24.7685666667,55.3700883333,81.44,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
