rosbagTimestamp,linear,x,y,z,angular,x,y,z
1598331699230382028,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331699274433726,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331699359575215,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331699444309303,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331699485523887,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331699529462935,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331699570742913,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331699614658626,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331699699604115,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331699740724226,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331699784874414,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331699825899495,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331699869940888,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331699955058667,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331699996036148,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700040065716,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700081248196,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700125265728,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700210468569,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700251495945,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700295602697,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700336648214,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700380633328,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700465631140,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700506621385,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700550677042,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700591910403,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700635908060,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700720860662,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700761841596,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700806493058,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700847236835,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700891233643,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331700976084485,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331701017191173,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331701061514070,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331701102334304,,0.0,0.0,0.0,,0.0,0.0,0.0
1598331701146421337,,0.0,0.0,0.0,,0.0,0.0,0.0
