rosbagTimestamp,linear,x,y,z,angular,x,y,z
1598332154260838131,,0.0,0.0,0.0,,0.0,0.0,0.0
1598332154346021614,,0.0,0.0,0.0,,0.0,0.0,0.0
1598332154387535843,,0.0,0.0,0.0,,0.0,0.0,0.0
1598332154431497462,,0.0,0.0,0.0,,0.0,0.0,0.0
1598332154472543187,,0.0,0.0,0.0,,0.0,0.0,0.0
1598332154516458814,,0.0,0.0,0.0,,0.0,0.0,0.0
1598332154601592034,,0.0,0.0,0.0,,0.0,0.0,0.0
1598332154642712185,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332154686782465,,-0.033826418221,0.0,0.0,,0.0,0.0,-0.0
1598332154727897334,,-0.033826418221,0.0,0.0,,0.0,0.0,-0.0
1598332154771799700,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332154856920272,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332154898056487,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332154942102703,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332154983116986,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332155027211724,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332155112122887,,-0.033826418221,0.0,0.0,,0.0,0.0,-0.0
1598332155153337226,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332155197283904,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332155238528109,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332155282312934,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332155367641271,,-0.033826418221,0.0,0.0,,0.0,0.0,-0.0
1598332155408605367,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332155452969360,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332155494101946,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332155538085319,,-0.0241617262363,0.0,0.0,,0.0,0.0,-0.0
1598332155623204677,,0.0289940722287,0.0,0.0,,0.0,0.0,-0.0
1598332155708195092,,0.106311492622,0.0,0.0,,0.0,0.0,-0.0
1598332155749315563,,0.331015437841,0.0,0.0,,0.0,0.0,-0.0
1598332155793395281,,0.427662342787,0.0,0.0,,0.0,0.0,-0.0
1598332155878448856,,0.591961979866,0.0,0.0,,0.0,0.0,-0.0
1598332155963487914,,0.591961979866,0.0,0.0,,0.0,0.0,-0.0
1598332156004574202,,0.591961979866,0.0,0.0,,0.0,0.0,-0.0
1598332156048609473,,0.5871296525,0.0,0.0,,0.0,0.0,-0.0
1598332156133759544,,0.591961979866,0.0,0.0,,0.0,0.0,-0.0
1598332156218739734,,0.596794307232,0.0,0.0,,0.0,0.0,-0.0
1598332156259796066,,0.618539869785,0.0,0.0,,0.0,0.0,-0.0
1598332156304125010,,0.630620777607,0.0,0.0,,0.0,0.0,-0.0
1598332156389247763,,0.666863322258,0.0,0.0,,0.0,0.0,-0.0
1598332156474170851,,0.736932218075,0.0,0.0,,0.0,0.0,-0.0
1598332156515492230,,0.763510167599,0.0,0.0,,0.0,0.0,-0.0
1598332156559681668,,0.775591015816,0.0,0.0,,0.0,0.0,-0.0
1598332156644583653,,0.840827643871,0.0,0.0,,0.0,0.0,-0.0
1598332156729828887,,0.855324685574,0.0,0.0,,0.0,0.0,-0.0
1598332156771097912,,0.850492358208,0.0,0.0,,0.0,0.0,-0.0
1598332156814974976,,0.850492358208,0.0,0.0,,0.0,0.0,-0.0
1598332156899851355,,0.867405593395,0.0,0.0,,0.0,0.0,-0.0
1598332156984995403,,0.850492358208,0.0,0.0,,0.0,0.0,-0.0
1598332157026090548,,0.850492358208,0.0,0.0,,0.0,0.0,-0.0
1598332157070225546,,0.855324685574,0.0,0.0,,0.0,0.0,-0.0
1598332157155345222,,0.845660030842,0.0,0.0,,0.0,0.0,-0.0
1598332157240082093,,0.850492358208,0.0,0.0,,0.0,0.0,-0.0
1598332157281364723,,0.886734843254,0.0,0.0,,0.0,0.0,-0.0
1598332157325281412,,0.886734843254,0.0,0.0,,0.0,0.0,-0.0
1598332157410590119,,0.881902515888,0.0,0.0,,0.0,0.0,-0.0
1598332157495681194,,0.881902515888,0.0,0.0,,0.0,0.0,-0.0
1598332157536706541,,0.881902515888,0.0,0.0,,0.0,0.0,-0.0
1598332157580957511,,0.881902515888,0.0,0.0,,0.0,0.0,-0.0
1598332157622158680,,0.886734843254,0.0,0.0,,0.0,0.0,-0.0
1598332157666171838,,0.886734843254,0.0,0.0,,0.0,0.0,-0.0
1598332157751139884,,0.89881581068,0.0,0.0,,0.0,0.0,-0.0
1598332157792539664,,0.886734843254,0.0,0.0,,0.0,0.0,-0.0
1598332157836585658,,0.886734843254,0.0,0.0,,0.0,0.0,-0.0
1598332157877712346,,0.89156717062,0.0,0.0,,0.0,0.0,-0.0
1598332157921533555,,0.89156717062,0.0,0.0,,0.0,0.0,-0.0
1598332158006734674,,0.89156717062,0.0,0.0,,0.0,0.0,-0.0
1598332158047850170,,0.886734843254,0.0,0.0,,0.0,0.0,-0.0
1598332158091752052,,0.886734843254,0.0,0.0,,0.0,0.0,-0.0
1598332158132906656,,0.89156717062,0.0,0.0,,0.0,0.0,-0.0
1598332158176981003,,0.89156717062,0.0,0.0,,0.0,0.0,-0.0
1598332158262111772,,0.908480525017,0.0,0.0,,0.0,0.0,-0.0
1598332158303444706,,0.908480525017,0.0,0.0,,0.0,0.0,-0.0
1598332158347373601,,0.913312852383,0.0,0.0,,0.0,0.0,-0.0
1598332158388546114,,0.978549420834,0.0,0.0,,0.0,0.0,-0.0
1598332158432855833,,0.978549420834,0.0,0.0,,0.0,0.0,-0.0
1598332158517840381,,0.973717033863,0.0,0.0,,0.0,0.0,-0.0
1598332158558948465,,0.973717033863,0.0,0.0,,0.0,0.0,-0.0
1598332158603009481,,0.968884706497,0.0,0.0,,0.0,0.0,-0.0
1598332158644256401,,0.951971530914,0.0,0.0,,0.0,0.0,-0.0
1598332158688335991,,0.951971530914,0.0,0.0,,0.0,0.0,-0.0
1598332158773474465,,0.951971530914,0.0,0.0,,0.0,0.0,-0.0
1598332158858593323,,0.95680385828,0.0,0.0,,0.0,0.0,-0.0
1598332158899690406,,0.961636185646,0.0,0.0,,0.0,0.0,-0.0
1598332158943668994,,0.961636185646,0.0,0.0,,0.0,0.0,-0.0
1598332159028785246,,0.978549420834,0.0,0.0,,0.0,0.0,-0.0
1598332159113975899,,0.988214075565,0.0,0.0,,0.0,0.0,-0.0
1598332159155178759,,1.00029492378,0.0,0.0,,0.0,0.0,-0.0
1598332159199185888,,1.00512731075,0.0,0.0,,0.0,0.0,-0.0
1598332159284163050,,1.00029492378,0.0,0.0,,0.0,0.0,-0.0
1598332159369337182,,1.00995969772,0.0,0.0,,0.0,0.0,-0.0
1598332159410372013,,1.00512731075,0.0,0.0,,0.0,0.0,-0.0
1598332159454328515,,1.00995969772,0.0,0.0,,0.0,0.0,-0.0
1598332159539771771,,1.02204048634,0.0,0.0,,0.0,0.0,-0.0
1598332159624774666,,1.02687287331,0.0,0.0,,0.0,0.0,-0.0
1598332159665856185,,1.01720821857,0.0,0.0,,0.0,0.0,-0.0
1598332159710113560,,1.00995969772,0.0,0.0,,0.0,0.0,-0.0
1598332159795089516,,1.00512731075,0.0,0.0,,0.0,0.0,-0.0
1598332159880102520,,1.00995969772,0.0,0.0,,0.0,0.0,-0.0
1598332159921507034,,1.02687287331,0.0,0.0,,0.0,0.0,-0.0
1598332159965550246,,1.03170526028,0.0,0.0,,0.0,0.0,-0.0
