rosbagTimestamp,linear,x,y,z,angular,x,y,z
1598330772377889067,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330772460022685,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330772532493070,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330772604973526,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330772687211771,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330772759499707,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330772831852157,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330772872871226,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330772914114771,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330772945373409,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330773027563482,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330773100007211,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330773172560579,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330773254401360,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330773327081325,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330773399726389,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330773481402277,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330773554028207,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330773626211603,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330773667349478,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330773708373004,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330773740121789,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330773822036383,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330773894416553,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330773967106114,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330774049200895,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330774121421956,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330774193824405,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330774275964202,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330774348604970,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330774420831544,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330774461873561,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330774503022168,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330774534457317,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330774617073597,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330774689365690,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330774761776678,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330774843782696,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330774916120810,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330774988590506,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330775070755279,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330775143179582,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330775215695763,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330775256687727,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330775297789116,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330775329123784,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330775411706416,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330775483656458,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330775556083875,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330775638318698,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330775710519917,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330775783088098,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330775865376140,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330775937644985,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330776010155878,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330776092095542,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330776164358444,,0.0,0.0,0.0,,0.0,0.0,0.0
1598330776236899329,,0.0,0.0,0.0,,0.0,0.0,0.0
