rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,orientation,x,y,z,w,orientation_covariance,angular_velocity,x,y,z,angular_velocity_covariance,linear_acceleration,x,y,z,linear_acceleration_covariance
1598330772336488801,,2388,,1598330772,336104006,"""um7_link""",,-0.0012084948,-0.5511743367,0.8343313822,0.006378167,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0162903722554,-0.00306564457361,0.00225131831181,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0966655175695,0.154964022947,9.28065920974,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330772388399707,,2389,,1598330772,388078522,"""um7_link""",,-0.0012756334,-0.5511407674,0.8343649515,0.006378167,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0179646735447,-0.00555659146754,0.0016880137081,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0900713708683,0.152100888601,9.29145357547,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330772440351095,,2390,,1598330772,440053698,"""um7_link""",,-0.0012756334,-0.5511071981,0.8343985208,0.006378167,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0155980148704,-0.000950754035738,0.00325435216331,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0979816873351,0.151524467819,9.28359234058,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330772491188758,,2391,,1598330772,490972941,"""um7_link""",,-0.0013092027,-0.5510400595,0.8344320901,0.006378167,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0183525338291,-0.00504972429278,0.00492843811107,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.092769103786,0.158245090444,9.28370339974,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330772543299343,,2392,,1598330772,542952725,"""um7_link""",,-0.0013092027,-0.5509729209,0.8344656594,0.006378167,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0185410128135,-0.00221402469387,0.00345380862487,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0939516920335,0.152842610346,9.28690190352,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330772595380167,,2393,,1598330772,595036371,"""um7_link""",,-0.001342772,-0.5509057823,0.8344992287,0.006378167,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0173819093998,-0.0029047477718,0.00233217437922,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0969616327055,0.155021525288,9.28177564655,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330772647273400,,2394,,1598330772,646945226,"""um7_link""",,-0.001342772,-0.5508386437,0.8345663673,0.006378167,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0187264291626,-0.00531485394271,0.00161759312299,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0961567551966,0.160838541004,9.28626945083,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330772698214727,,2395,,1598330772,697904023,"""um7_link""",,-0.001342772,-0.5508050744,0.8345663673,0.006378167,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0168587854991,-0.00445748720061,0.00404839340796,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0893033365047,0.157127667254,9.28120223057,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330772750238256,,2396,,1598330772,749908938,"""um7_link""",,-0.0013092027,-0.5507379358,0.8345999366,0.006378167,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.016322363478,0.000181619621567,0.00193019661021,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0911680800638,0.154221789745,9.284364494,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330772802156820,,2397,,1598330772,801841967,"""um7_link""",,-0.0013092027,-0.5507043665,0.8346335059,0.006378167,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0158434917439,-0.00159645090087,0.0025614236551,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0938947742145,0.150701479265,9.28483152699,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330772853235157,,2398,,1598330772,852891894,"""um7_link""",,-0.001342772,-0.5506372279,0.8346670752,0.0063445977,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0175130388745,-0.00215393413092,0.000843747755005,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0926198406416,0.154447305596,9.27938086036,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330772905171028,,2399,,1598330772,904806286,"""um7_link""",,-0.001342772,-0.5506036586,0.8347006445,0.0063445977,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0196823084181,-0.00303774848134,0.00119135002934,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0948293699172,0.157916516077,9.27845030152,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330772957123663,,2400,,1598330772,956835886,"""um7_link""",,-0.0013092027,-0.5505700893,0.8347342138,0.0063445977,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0176016930105,-0.00225808154464,0.0043458393734,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.087162598149,0.160787760664,9.27307737631,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330773008172158,,2401,,1598330773,7852059,"""um7_link""",,-0.0013092027,-0.55053652,0.8347677831,0.0063445977,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0158594894358,-0.00159711526074,0.00347223411058,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0887303497892,0.155845975147,9.26934052787,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330773060072498,,2402,,1598330773,59777498,"""um7_link""",,-0.0012420641,-0.5504358121,0.8348013524,0.0063445977,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0177035505998,-0.00100805504148,0.00397859284004,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.100354371283,0.163707977226,9.27796631739,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330773111953592,,2403,,1598330773,111664652,"""um7_link""",,-0.0012420641,-0.5503686735,0.834868491,0.0063445977,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0157352123993,-0.000608993290825,0.00507680011063,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0977752963091,0.157135119908,9.27717312119,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330773163946137,,2404,,1598330773,163643436,"""um7_link""",,-0.0012756334,-0.5503015349,0.8349020603,0.0063445977,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0174595343037,-0.00261527360458,0.00113482365498,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0955237636558,0.150391262538,9.27868937097,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330773214924681,,2405,,1598330773,214624543,"""um7_link""",,-0.0013092027,-0.5502679656,0.8349356296,0.006378167,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0183337627046,-0.00419632836548,0.00179862279846,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0925953911869,0.152240087009,9.28898455501,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330773266914002,,2406,,1598330773,266615054,"""um7_link""",,-0.001342772,-0.5502343963,0.8349356296,0.0063445977,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.017399640227,-0.00406399552681,0.00199181979116,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.089491187227,0.153880538559,9.27885654423,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330773318872624,,2407,,1598330773,318585977,"""um7_link""",,-0.0013092027,-0.550200827,0.8349691989,0.0063445977,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.016048118223,-0.00181069934975,0.00162926954993,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.090716655635,0.151930893196,9.27659736713,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330773370004890,,2408,,1598330773,369686037,"""um7_link""",,-0.0013092027,-0.5501336884,0.8350027682,0.0063445977,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0186098430441,-0.000674765047371,0.000744820293072,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0925816001236,0.154811243538,9.27229645506,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330773421859414,,2409,,1598330773,421615973,"""um7_link""",,-0.001342772,-0.5501001191,0.8350363375,0.0063445977,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0168202185572,-0.0031364573508,0.00210808042665,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0962197100307,0.155299027055,9.2800174047,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330773473824086,,2410,,1598330773,473518525,"""um7_link""",,-0.0013092027,-0.5500665498,0.8350699068,0.0063445977,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0156366952046,-0.00208501612523,0.00172136186849,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0923260179273,0.154575261091,9.27591698365,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330773525868735,,2411,,1598330773,525548545,"""um7_link""",,-0.0013092027,-0.5499994112,0.8351034761,0.0063110284,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0153561176599,-0.00325909799959,0.00225363037256,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0897813018805,0.15039080588,9.27382790241,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330773576872489,,2412,,1598330773,576529512,"""um7_link""",,-0.001342772,-0.5499658419,0.8351370454,0.0063110284,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.018184413463,-0.0037653893698,0.00113134568103,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0935086701069,0.154143189817,9.2794965957,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330773628853091,,2413,,1598330773,628492910,"""um7_link""",,-0.0013092027,-0.5499322726,0.8351706147,0.0062774591,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0158969567834,-0.00255248412032,0.00220533509052,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0882535717234,0.152739223037,9.28112624273,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
1598330773680812351,,2414,,1598330773,680488491,"""um7_link""",,-0.0013092027,-0.549865134,0.835204184,0.0063110284,"[0.002741552146694444, 0.0, 0.0, 0.0, 0.002741552146694444, 0.0, 0.0, 0.0, 0.007615422629706791]",,-0.0165338736043,-0.00234991352879,0.00185800738966,"[1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06, 0.0, 0.0, 0.0, 1.0966208586777776e-06]",,0.0922853297239,0.157157039479,9.2801109282,"[0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438, 0.0, 0.0, 0.0, 0.0015387262937311438]"
