rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,status,status,service,latitude,longitude,altitude,position_covariance,position_covariance_type
1598330772341185526,,2574,,1598330772,339989571,"""navsat_link""",,2,1,24.7685683333,55.3700866667,81.45,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598330772390959254,,2575,,1598330772,389844252,"""navsat_link""",,2,1,24.7685683333,55.3700866667,81.45,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598330772440931009,,2576,,1598330772,439839925,"""navsat_link""",,2,1,24.7685683333,55.3700866667,81.44,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598330772490756975,,2577,,1598330772,489710283,"""navsat_link""",,2,1,24.7685683333,55.3700866667,81.45,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598330772540890342,,2578,,1598330772,539763273,"""navsat_link""",,2,1,24.7685683333,55.3700866667,81.45,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598330772590939570,,2579,,1598330772,589893186,"""navsat_link""",,2,1,24.7685683333,55.3700866667,81.45,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598330772641656107,,2580,,1598330772,640739475,"""navsat_link""",,2,1,24.7685683333,55.3700866667,81.45,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598330772690704089,,2581,,1598330772,689792305,"""navsat_link""",,2,1,24.7685683333,55.3700866667,81.46,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598330772740567215,,2582,,1598330772,739650921,"""navsat_link""",,2,1,24.7685683333,55.3700866667,81.44,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598330772790420237,,2583,,1598330772,789551002,"""navsat_link""",,2,1,24.7685683333,55.3700866667,81.45,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
1598330772840489383,,2584,,1598330772,839573067,"""navsat_link""",,2,1,24.7685683333,55.3700866667,81.45,"[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 4.0]",1
